occupation_id,skill_id,skill_name,importance,level,importance_norm,level_norm,demand_weight,is_required,skill_source
15-1252.00,2.B.5.c,Management of Material Resources,1.62,1.0,0.324,0.14285714285714285,0.046286,0,15-1252.00
15-1252.00,2.B.5.d,Management of Personnel Resources,2.25,2.62,0.45,0.3742857142857143,0.168429,0,15-1252.00
15-1253.00,2.A.1.a,Reading Comprehension,4.0,4.12,0.8,0.5885714285714286,0.470857,1,15-1253.00
15-1253.00,2.A.1.b,Active Listening,3.88,4.0,0.776,0.5714285714285714,0.443429,1,15-1253.00
15-1253.00,2.A.1.c,Writing,3.75,3.88,0.75,0.5542857142857143,0.415714,1,15-1253.00
15-1253.00,2.A.1.d,Speaking,3.88,4.0,0.776,0.5714285714285714,0.443429,1,15-1253.00
15-1253.00,2.A.1.e,Mathematics,2.75,2.75,0.55,0.39285714285714285,0.216071,0,15-1253.00
15-1253.00,2.A.1.f,Science,2.75,3.12,0.55,0.44571428571428573,0.245143,0,15-1253.00
15-1253.00,2.A.2.a,Critical Thinking,3.88,3.88,0.776,0.5542857142857143,0.430126,1,15-1253.00
15-1253.00,2.A.2.b,Active Learning,3.12,3.12,0.624,0.44571428571428573,0.278126,0,15-1253.00
15-1253.00,2.A.2.c,Learning Strategies,2.88,3.0,0.576,0.42857142857142855,0.246857,0,15-1253.00
15-1253.00,2.A.2.d,Monitoring,3.62,3.75,0.724,0.5357142857142857,0.387857,1,15-1253.00
15-1253.00,2.B.1.a,Social Perceptiveness,2.88,2.88,0.576,0.4114285714285714,0.236983,0,15-1253.00
15-1253.00,2.B.1.b,Coordination,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1253.00
15-1253.00,2.B.1.c,Persuasion,2.5,2.62,0.5,0.3742857142857143,0.187143,0,15-1253.00
15-1253.00,2.B.1.d,Negotiation,2.12,2.12,0.42400000000000004,0.3028571428571429,0.128411,0,15-1253.00
15-1253.00,2.B.1.e,Instructing,2.62,2.88,0.524,0.4114285714285714,0.215589,0,15-1253.00
15-1253.00,2.B.1.f,Service Orientation,2.5,2.75,0.5,0.39285714285714285,0.196429,0,15-1253.00
15-1253.00,2.B.2.i,Complex Problem Solving,3.38,3.12,0.6759999999999999,0.44571428571428573,0.301303,1,15-1253.00
15-1253.00,2.B.3.a,Operations Analysis,3.12,3.38,0.624,0.4828571428571428,0.301303,1,15-1253.00
15-1253.00,2.B.3.b,Technology Design,2.62,2.62,0.524,0.3742857142857143,0.196126,0,15-1253.00
15-1253.00,2.B.3.c,Equipment Selection,1.75,1.12,0.35,0.16,0.056,0,15-1253.00
15-1253.00,2.B.3.d,Installation,2.0,1.75,0.4,0.25,0.1,0,15-1253.00
15-1253.00,2.B.3.e,Programming,3.62,3.75,0.724,0.5357142857142857,0.387857,1,15-1253.00
15-1253.00,2.B.3.g,Operations Monitoring,3.0,2.62,0.6,0.3742857142857143,0.224571,0,15-1253.00
15-1253.00,2.B.3.h,Operation and Control,1.88,1.38,0.376,0.19714285714285712,0.074126,0,15-1253.00
15-1253.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,15-1253.00
15-1253.00,2.B.3.k,Troubleshooting,2.88,3.0,0.576,0.42857142857142855,0.246857,0,15-1253.00
15-1253.00,2.B.3.l,Repairing,1.12,0.12,0.22400000000000003,0.017142857142857144,0.00384,0,15-1253.00
15-1253.00,2.B.3.m,Quality Control Analysis,3.38,3.62,0.6759999999999999,0.5171428571428571,0.349589,1,15-1253.00
15-1253.00,2.B.4.e,Judgment and Decision Making,3.12,3.62,0.624,0.5171428571428571,0.322697,1,15-1253.00
15-1253.00,2.B.4.g,Systems Analysis,3.12,3.0,0.624,0.42857142857142855,0.267429,0,15-1253.00
15-1253.00,2.B.4.h,Systems Evaluation,3.25,3.5,0.65,0.5,0.325,1,15-1253.00
15-1253.00,2.B.5.a,Time Management,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1253.00
15-1253.00,2.B.5.b,Management of Financial Resources,1.5,0.62,0.3,0.08857142857142856,0.026571,0,15-1253.00
15-1253.00,2.B.5.c,Management of Material Resources,1.5,0.62,0.3,0.08857142857142856,0.026571,0,15-1253.00
15-1253.00,2.B.5.d,Management of Personnel Resources,2.12,2.0,0.42400000000000004,0.2857142857142857,0.121143,0,15-1253.00
15-1254.00,2.A.1.a,Reading Comprehension,3.62,4.0,0.724,0.5714285714285714,0.413714,1,15-1254.00
15-1254.00,2.A.1.b,Active Listening,3.5,3.5,0.7,0.5,0.35,1,15-1254.00
15-1254.00,2.A.1.c,Writing,3.12,3.5,0.624,0.5,0.312,1,15-1254.00
15-1254.00,2.A.1.d,Speaking,3.25,3.25,0.65,0.4642857142857143,0.301786,1,15-1254.00
15-1254.00,2.A.1.e,Mathematics,2.75,2.88,0.55,0.4114285714285714,0.226286,0,15-1254.00
15-1254.00,2.A.1.f,Science,2.0,2.25,0.4,0.32142857142857145,0.128571,0,15-1254.00
15-1254.00,2.A.2.a,Critical Thinking,3.75,3.88,0.75,0.5542857142857143,0.415714,1,15-1254.00
15-1254.00,2.A.2.b,Active Learning,3.5,3.62,0.7,0.5171428571428571,0.362,1,15-1254.00
15-1254.00,2.A.2.c,Learning Strategies,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-1254.00
15-1254.00,2.A.2.d,Monitoring,3.0,3.38,0.6,0.4828571428571428,0.289714,1,15-1254.00
15-1254.00,2.B.1.a,Social Perceptiveness,2.88,2.75,0.576,0.39285714285714285,0.226286,0,15-1254.00
15-1254.00,2.B.1.b,Coordination,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1254.00
15-1254.00,2.B.1.c,Persuasion,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-1254.00
15-1254.00,2.B.1.d,Negotiation,2.75,2.75,0.55,0.39285714285714285,0.216071,0,15-1254.00
15-1254.00,2.B.1.e,Instructing,2.75,3.25,0.55,0.4642857142857143,0.255357,0,15-1254.00
15-1254.00,2.B.1.f,Service Orientation,2.88,2.88,0.576,0.4114285714285714,0.236983,0,15-1254.00
15-1254.00,2.B.2.i,Complex Problem Solving,3.62,3.62,0.724,0.5171428571428571,0.374411,1,15-1254.00
15-1254.00,2.B.3.a,Operations Analysis,3.62,4.0,0.724,0.5714285714285714,0.413714,1,15-1254.00
15-1254.00,2.B.3.b,Technology Design,2.5,2.38,0.5,0.33999999999999997,0.17,0,15-1254.00
15-1254.00,2.B.3.c,Equipment Selection,2.0,2.0,0.4,0.2857142857142857,0.114286,0,15-1254.00
15-1254.00,2.B.3.d,Installation,1.25,0.5,0.25,0.07142857142857142,0.017857,0,15-1254.00
15-1254.00,2.B.3.e,Programming,4.12,4.25,0.8240000000000001,0.6071428571428571,0.500286,1,15-1254.00
15-1254.00,2.B.3.g,Operations Monitoring,2.25,2.12,0.45,0.3028571428571429,0.136286,0,15-1254.00
15-1254.00,2.B.3.h,Operation and Control,1.62,0.62,0.324,0.08857142857142856,0.028697,0,15-1254.00
15-1254.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,15-1254.00
15-1254.00,2.B.3.k,Troubleshooting,2.12,2.62,0.42400000000000004,0.3742857142857143,0.158697,0,15-1254.00
15-1254.00,2.B.3.l,Repairing,1.0,0.0,0.2,0.0,0.0,0,15-1254.00
15-1254.00,2.B.3.m,Quality Control Analysis,2.75,2.75,0.55,0.39285714285714285,0.216071,0,15-1254.00
15-1254.00,2.B.4.e,Judgment and Decision Making,3.38,3.38,0.6759999999999999,0.4828571428571428,0.326411,1,15-1254.00
15-1254.00,2.B.4.g,Systems Analysis,3.12,3.38,0.624,0.4828571428571428,0.301303,1,15-1254.00
15-1254.00,2.B.4.h,Systems Evaluation,3.0,3.25,0.6,0.4642857142857143,0.278571,0,15-1254.00
15-1254.00,2.B.5.a,Time Management,3.0,2.88,0.6,0.4114285714285714,0.246857,0,15-1254.00
15-1254.00,2.B.5.b,Management of Financial Resources,1.75,1.25,0.35,0.17857142857142858,0.0625,0,15-1254.00
15-1254.00,2.B.5.c,Management of Material Resources,1.75,1.5,0.35,0.21428571428571427,0.075,0,15-1254.00
15-1254.00,2.B.5.d,Management of Personnel Resources,2.38,2.25,0.476,0.32142857142857145,0.153,0,15-1254.00
15-1255.00,2.A.1.a,Reading Comprehension,3.75,4.0,0.75,0.5714285714285714,0.428571,1,15-1255.01
15-1255.00,2.A.1.b,Active Listening,3.88,3.88,0.776,0.5542857142857143,0.430126,1,15-1255.01
15-1255.00,2.A.1.c,Writing,3.25,3.88,0.65,0.5542857142857143,0.360286,1,15-1255.01
15-1255.00,2.A.1.d,Speaking,3.12,3.88,0.624,0.5542857142857143,0.345874,1,15-1255.01
15-1255.00,2.A.1.e,Mathematics,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-1255.01
15-1255.00,2.A.1.f,Science,1.38,0.5,0.27599999999999997,0.07142857142857142,0.019714,0,15-1255.01
15-1255.00,2.A.2.a,Critical Thinking,3.75,3.88,0.75,0.5542857142857143,0.415714,1,15-1255.01
15-1255.00,2.A.2.b,Active Learning,3.5,3.62,0.7,0.5171428571428571,0.362,1,15-1255.01
15-1255.00,2.A.2.c,Learning Strategies,2.88,3.0,0.576,0.42857142857142855,0.246857,0,15-1255.01
15-1255.00,2.A.2.d,Monitoring,3.12,3.62,0.624,0.5171428571428571,0.322697,1,15-1255.01
15-1255.00,2.B.1.a,Social Perceptiveness,3.0,3.12,0.6,0.44571428571428573,0.267429,0,15-1255.01
15-1255.00,2.B.1.b,Coordination,3.12,3.5,0.624,0.5,0.312,1,15-1255.01
15-1255.00,2.B.1.c,Persuasion,3.0,3.12,0.6,0.44571428571428573,0.267429,0,15-1255.01
15-1255.00,2.B.1.d,Negotiation,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1255.01
15-1255.00,2.B.1.e,Instructing,2.88,3.25,0.576,0.4642857142857143,0.267429,0,15-1255.01
15-1255.00,2.B.1.f,Service Orientation,2.75,2.75,0.55,0.39285714285714285,0.216071,0,15-1255.01
15-1255.00,2.B.2.i,Complex Problem Solving,3.62,3.88,0.724,0.5542857142857143,0.401303,1,15-1255.01
15-1255.00,2.B.3.a,Operations Analysis,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1255.01
15-1255.00,2.B.3.b,Technology Design,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-1255.01
15-1255.00,2.B.3.c,Equipment Selection,1.12,0.12,0.22400000000000003,0.017142857142857144,0.00384,0,15-1255.01
15-1255.00,2.B.3.d,Installation,1.12,0.12,0.22400000000000003,0.017142857142857144,0.00384,0,15-1255.01
15-1255.00,2.B.3.e,Programming,4.0,3.88,0.8,0.5542857142857143,0.443429,1,15-1255.01
15-1255.00,2.B.3.g,Operations Monitoring,2.25,2.5,0.45,0.35714285714285715,0.160714,0,15-1255.01
15-1255.00,2.B.3.h,Operation and Control,1.0,0.0,0.2,0.0,0.0,0,15-1255.01
15-1255.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,15-1255.01
15-1255.00,2.B.3.k,Troubleshooting,1.12,0.12,0.22400000000000003,0.017142857142857144,0.00384,0,15-1255.01
15-1255.00,2.B.3.l,Repairing,1.0,0.0,0.2,0.0,0.0,0,15-1255.01
15-1255.00,2.B.3.m,Quality Control Analysis,2.0,1.88,0.4,0.26857142857142857,0.107429,0,15-1255.01
15-1255.00,2.B.4.e,Judgment and Decision Making,3.62,3.62,0.724,0.5171428571428571,0.374411,1,15-1255.01
15-1255.00,2.B.4.g,Systems Analysis,3.38,3.25,0.6759999999999999,0.4642857142857143,0.313857,1,15-1255.01
15-1255.00,2.B.4.h,Systems Evaluation,3.25,3.62,0.65,0.5171428571428571,0.336143,1,15-1255.01
15-1255.00,2.B.5.a,Time Management,3.38,3.5,0.6759999999999999,0.5,0.338,1,15-1255.01
15-1255.00,2.B.5.b,Management of Financial Resources,1.88,1.38,0.376,0.19714285714285712,0.074126,0,15-1255.01
15-1255.00,2.B.5.c,Management of Material Resources,1.88,1.5,0.376,0.21428571428571427,0.080571,0,15-1255.01
15-1255.00,2.B.5.d,Management of Personnel Resources,2.75,3.0,0.55,0.42857142857142855,0.235714,0,15-1255.01
15-2031.00,2.A.1.a,Reading Comprehension,4.0,4.25,0.8,0.6071428571428571,0.485714,1,15-2031.00
15-2031.00,2.A.1.b,Active Listening,4.0,4.0,0.8,0.5714285714285714,0.457143,1,15-2031.00
15-2031.00,2.A.1.c,Writing,4.0,4.0,0.8,0.5714285714285714,0.457143,1,15-2031.00
15-2031.00,2.A.1.d,Speaking,4.0,4.0,0.8,0.5714285714285714,0.457143,1,15-2031.00
15-2031.00,2.A.1.e,Mathematics,4.5,4.88,0.9,0.6971428571428572,0.627429,1,15-2031.00
15-2031.00,2.A.1.f,Science,3.25,3.25,0.65,0.4642857142857143,0.301786,1,15-2031.00
15-2031.00,2.A.2.a,Critical Thinking,4.0,4.12,0.8,0.5885714285714286,0.470857,1,15-2031.00
15-2031.00,2.A.2.b,Active Learning,3.88,4.12,0.776,0.5885714285714286,0.456731,1,15-2031.00
15-2031.00,2.A.2.c,Learning Strategies,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-2031.00
15-2031.00,2.A.2.d,Monitoring,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-2031.00
15-2031.00,2.B.1.a,Social Perceptiveness,2.88,2.88,0.576,0.4114285714285714,0.236983,0,15-2031.00
15-2031.00,2.B.1.b,Coordination,3.12,3.12,0.624,0.44571428571428573,0.278126,0,15-2031.00
15-2031.00,2.B.1.c,Persuasion,2.88,3.12,0.576,0.44571428571428573,0.256731,0,15-2031.00
15-2031.00,2.B.1.d,Negotiation,2.12,2.38,0.42400000000000004,0.33999999999999997,0.14416,0,15-2031.00
15-2031.00,2.B.1.e,Instructing,3.0,3.0,0.6,0.42857142857142855,0.257143,0,15-2031.00
15-2031.00,2.B.1.f,Service Orientation,2.75,2.88,0.55,0.4114285714285714,0.226286,0,15-2031.00
15-2031.00,2.B.2.i,Complex Problem Solving,4.12,4.5,0.8240000000000001,0.6428571428571429,0.529714,1,15-2031.00
15-2031.00,2.B.3.a,Operations Analysis,3.75,4.25,0.75,0.6071428571428571,0.455357,1,15-2031.00
15-2031.00,2.B.3.b,Technology Design,1.75,1.12,0.35,0.16,0.056,0,15-2031.00
15-2031.00,2.B.3.c,Equipment Selection,1.0,0.0,0.2,0.0,0.0,0,15-2031.00
15-2031.00,2.B.3.d,Installation,1.0,0.0,0.2,0.0,0.0,0,15-2031.00
15-2031.00,2.B.3.e,Programming,2.62,2.75,0.524,0.39285714285714285,0.205857,0,15-2031.00
15-2031.00,2.B.3.g,Operations Monitoring,1.88,1.25,0.376,0.17857142857142858,0.067143,0,15-2031.00
15-2031.00,2.B.3.h,Operation and Control,1.12,0.12,0.22400000000000003,0.017142857142857144,0.00384,0,15-2031.00
15-2031.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,15-2031.00
15-2031.00,2.B.3.k,Troubleshooting,1.25,0.25,0.25,0.03571428571428571,0.008929,0,15-2031.00
15-2031.00,2.B.3.l,Repairing,1.0,0.0,0.2,0.0,0.0,0,15-2031.00
15-2031.00,2.B.3.m,Quality Control Analysis,1.88,1.38,0.376,0.19714285714285712,0.074126,0,15-2031.00
15-2031.00,2.B.4.e,Judgment and Decision Making,3.88,4.38,0.776,0.6257142857142857,0.485554,1,15-2031.00
15-2031.00,2.B.4.g,Systems Analysis,3.88,3.88,0.776,0.5542857142857143,0.430126,1,15-2031.00
15-2031.00,2.B.4.h,Systems Evaluation,3.88,4.25,0.776,0.6071428571428571,0.471143,1,15-2031.00
15-2031.00,2.B.5.a,Time Management,3.12,3.0,0.624,0.42857142857142855,0.267429,0,15-2031.00
15-2031.00,2.B.5.b,Management of Financial Resources,1.88,1.38,0.376,0.19714285714285712,0.074126,0,15-2031.00
15-2031.00,2.B.5.c,Management of Material Resources,1.88,1.25,0.376,0.17857142857142858,0.067143,0,15-2031.00
15-2031.00,2.B.5.d,Management of Personnel Resources,2.62,2.62,0.524,0.3742857142857143,0.196126,0,15-2031.00
15-2051.00,2.A.1.a,Reading Comprehension,3.94,4.25,0.788,0.6071428571428571,0.478429,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.1.b,Active Listening,3.88,3.94,0.776,0.5628571428571428,0.436777,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.1.c,Writing,3.75,4.0,0.75,0.5714285714285714,0.428571,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.1.d,Speaking,3.88,4.0,0.776,0.5714285714285714,0.443429,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.1.e,Mathematics,3.5,3.88,0.7,0.5542857142857143,0.388,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.1.f,Science,2.0,1.5,0.4,0.21428571428571427,0.085714,0,"15-2051.01,15-2051.02"
15-2051.00,2.A.2.a,Critical Thinking,3.94,4.25,0.788,0.6071428571428571,0.478429,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.2.b,Active Learning,3.75,4.0600000000000005,0.75,0.5800000000000001,0.435,1,"15-2051.01,15-2051.02"
15-2051.00,2.A.2.c,Learning Strategies,2.94,3.125,0.588,0.44642857142857145,0.2625,0,"15-2051.01,15-2051.02"
15-2051.00,2.A.2.d,Monitoring,3.37,3.685,0.674,0.5264285714285715,0.354813,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.a,Social Perceptiveness,3.0,3.19,0.6,0.4557142857142857,0.273429,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.b,Coordination,3.19,3.19,0.638,0.4557142857142857,0.290746,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.c,Persuasion,2.815,2.81,0.563,0.4014285714285714,0.226004,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.d,Negotiation,2.5,2.63,0.5,0.3757142857142857,0.187857,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.e,Instructing,3.0,3.375,0.6,0.48214285714285715,0.289286,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.1.f,Service Orientation,2.815,2.75,0.563,0.39285714285714285,0.221179,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.2.i,Complex Problem Solving,3.44,3.685,0.688,0.5264285714285715,0.362183,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.a,Operations Analysis,2.315,2.5,0.46299999999999997,0.35714285714285715,0.165357,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.b,Technology Design,1.685,1.13,0.337,0.16142857142857142,0.054401,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.c,Equipment Selection,1.44,0.75,0.288,0.10714285714285714,0.030857,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.d,Installation,1.0,0.0,0.2,0.0,0.0,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.e,Programming,2.875,3.06,0.575,0.43714285714285717,0.251357,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.g,Operations Monitoring,1.935,1.56,0.387,0.22285714285714286,0.086246,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.h,Operation and Control,1.565,0.815,0.313,0.11642857142857142,0.036442,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.j,Equipment Maintenance,1.0,0.0,0.2,0.0,0.0,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.k,Troubleshooting,1.31,0.31,0.262,0.04428571428571428,0.011603,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.l,Repairing,1.0,0.0,0.2,0.0,0.0,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.3.m,Quality Control Analysis,2.25,2.0,0.45,0.2857142857142857,0.128571,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.4.e,Judgment and Decision Making,3.435,3.81,0.687,0.5442857142857143,0.373924,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.4.g,Systems Analysis,3.185,3.565,0.637,0.5092857142857142,0.324415,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.4.h,Systems Evaluation,3.12,3.565,0.624,0.5092857142857142,0.317794,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.5.a,Time Management,3.25,3.25,0.65,0.4642857142857143,0.301786,1,"15-2051.01,15-2051.02"
15-2051.00,2.B.5.b,Management of Financial Resources,1.88,1.5,0.376,0.21428571428571427,0.080571,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.5.c,Management of Material Resources,1.815,1.375,0.363,0.19642857142857142,0.071304,0,"15-2051.01,15-2051.02"
15-2051.00,2.B.5.d,Management of Personnel Resources,2.56,2.69,0.512,0.3842857142857143,0.196754,0,"15-2051.01,15-2051.02"
