user_id,2.A.1.a,2.A.1.b,2.A.1.c,2.A.1.d,2.A.1.e,2.A.1.f,2.A.2.a,2.A.2.b,2.A.2.c,2.A.2.d,2.B.1.a,2.B.1.b,2.B.1.c,2.B.1.d,2.B.1.e,2.B.1.f,2.B.2.i,2.B.3.a,2.B.3.b,2.B.3.c,2.B.3.d,2.B.3.e,2.B.3.g,2.B.3.h,2.B.3.j,2.B.3.k,2.B.3.l,2.B.3.m,2.B.4.e,2.B.4.g,2.B.4.h,2.B.5.a,2.B.5.b,2.B.5.c,2.B.5.d
u076,0.696561,0.609099,0.57537,0.637449,0.540581,0.353743,0.596972,0.666045,0.4063,0.500401,0.476023,0.594318,0.363579,0.473609,0.524149,0.48516,0.657079,0.562992,0.51355,0.2681,0.271156,0.674369,0.366248,0.289474,0.266757,0.350995,0.25637,0.382499,0.677303,0.717113,0.585995,0.562175,0.266058,0.29227,0.410343
u077,0.644422,0.616938,0.573096,0.609537,0.503096,0.39163,0.723622,0.537792,0.448889,0.674939,0.451282,0.519633,0.380539,0.458895,0.595685,0.434724,0.60691,0.465439,0.467631,0.455992,0.357943,0.623082,0.66738,0.505122,0.547739,0.668096,0.553182,0.542837,0.637419,0.691545,0.656558,0.657365,0.364441,0.3526,0.556664
u078,0.633165,0.616059,0.471512,0.470415,0.582874,0.474453,0.704434,0.541273,0.350527,0.461752,0.511114,0.485216,0.422211,0.442038,0.447256,0.458012,0.676044,0.55821,0.305574,0.242573,0.284257,0.814232,0.311118,0.235587,0.159659,0.376567,0.242185,0.681608,0.523629,0.627896,0.585808,0.447491,0.34229,0.351034,0.37269
u079,0.655391,0.580366,0.565613,0.561191,0.456745,0.219753,0.659986,0.628581,0.464954,0.530071,0.440763,0.459631,0.411898,0.436032,0.502176,0.381223,0.529704,0.241786,0.570567,0.165045,0.273227,0.218766,0.398797,0.193045,0.201365,0.440284,0.250833,0.243465,0.632464,0.567803,0.692555,0.517875,0.252846,0.347713,0.399568
u080,0.741444,0.704718,0.704216,0.686516,0.408605,0.500726,0.65136,0.503344,0.48595,0.583195,0.472576,0.519452,0.397789,0.413677,0.377948,0.439752,0.435678,0.594107,0.386167,0.319336,0.345701,0.561882,0.377262,0.31389,0.235307,0.551347,0.263761,0.560121,0.601285,0.510061,0.624848,0.372485,0.174827,0.23875,0.343328
u081,0.613769,0.669725,0.626218,0.649974,0.463856,0.271626,0.604344,0.555433,0.536549,0.496006,0.409821,0.439308,0.472181,0.389989,0.5234,0.396157,0.625851,0.602161,0.299332,0.380071,0.308994,0.706117,0.40668,0.303303,0.298341,0.342872,0.139313,0.457445,0.601261,0.527888,0.437089,0.427068,0.25405,0.297775,0.484347
u082,0.697585,0.651081,0.572372,0.499207,0.510139,0.240562,0.590265,0.505408,0.45725,0.610675,0.48776,0.606321,0.500418,0.486597,0.47218,0.463529,0.64426,0.461165,0.416927,0.221014,0.318262,0.669628,0.368446,0.204075,0.239484,0.323128,0.235242,0.396566,0.673053,0.57258,0.63009,0.546725,0.3514,0.382128,0.485587
u083,0.626915,0.683917,0.595552,0.692618,0.84324,0.570964,0.6859,0.688105,0.498997,0.539204,0.529123,0.588234,0.546957,0.352447,0.542801,0.453241,0.74243,0.746115,0.295651,0.257534,0.202473,0.46051,0.389612,0.248559,0.280712,0.131561,0.245351,0.327664,0.628455,0.676374,0.698393,0.467641,0.322739,0.284097,0.456762
u084,0.709681,0.675907,0.727773,0.645829,0.604478,0.225667,0.711659,0.681595,0.539768,0.583079,0.546941,0.441395,0.481354,0.400604,0.450324,0.378082,0.600253,0.394077,0.223072,0.309364,0.289153,0.546526,0.266238,0.274071,0.242594,0.185041,0.291739,0.420344,0.635556,0.649668,0.57947,0.618218,0.323708,0.302247,0.526826
u085,0.752337,0.67178,0.641159,0.700967,0.569985,0.400707,0.612265,0.577343,0.434407,0.516776,0.501916,0.478711,0.388956,0.42922,0.497374,0.493537,0.553651,0.567162,0.518722,0.319116,0.224332,0.591133,0.586675,0.336575,0.257008,0.680636,0.379586,0.555852,0.619529,0.701855,0.69572,0.569554,0.361639,0.365432,0.490196
u086,0.674899,0.650435,0.630001,0.53637,0.361453,0.307117,0.694836,0.66916,0.467003,0.572147,0.415856,0.451013,0.360382,0.371985,0.445378,0.418973,0.624203,0.359975,0.330477,0.27697,0.309261,0.334578,0.461686,0.335778,0.376983,0.29938,0.279135,0.543786,0.586368,0.548651,0.510293,0.5157,0.326229,0.276816,0.451351
u087,0.718749,0.701658,0.554167,0.641748,0.553806,0.356767,0.758566,0.684698,0.488594,0.565603,0.379376,0.542212,0.4168,0.390379,0.605086,0.454288,0.6843,0.540013,0.416442,0.177349,0.300521,0.63314,0.451303,0.216864,0.277337,0.379084,0.225215,0.455091,0.736721,0.605379,0.634887,0.455756,0.374232,0.276685,0.500158
u088,0.636754,0.542457,0.564423,0.603136,0.573534,0.314319,0.67903,0.599324,0.483923,0.52575,0.454765,0.486159,0.416496,0.437553,0.482758,0.552061,0.723932,0.535143,0.527701,0.312409,0.306442,0.580599,0.338768,0.326009,0.301337,0.397881,0.275008,0.293516,0.560967,0.562928,0.649142,0.468097,0.340039,0.247514,0.364764
u089,0.662563,0.671376,0.484736,0.660607,0.554612,0.376635,0.68213,0.51647,0.589253,0.659201,0.466207,0.540192,0.459516,0.398999,0.489723,0.504943,0.689578,0.513801,0.376202,0.526616,0.305062,0.612354,0.50966,0.553524,0.559719,0.639304,0.44334,0.558299,0.604378,0.579146,0.665866,0.543508,0.31687,0.468156,0.483713
u090,0.571884,0.682569,0.513667,0.613901,0.605271,0.378719,0.616924,0.57866,0.364155,0.609716,0.564794,0.499392,0.47771,0.316202,0.410797,0.450792,0.611516,0.621042,0.427423,0.294941,0.269098,0.862731,0.408456,0.317767,0.286342,0.368652,0.276653,0.590473,0.58408,0.506434,0.528181,0.541941,0.208113,0.382037,0.398539
u091,0.736158,0.614465,0.532859,0.561452,0.454081,0.267523,0.589528,0.598823,0.429208,0.566596,0.488275,0.516566,0.495377,0.516085,0.485769,0.478241,0.565618,0.224502,0.551556,0.282989,0.221528,0.230807,0.394469,0.148835,0.189573,0.447579,0.247724,0.200468,0.641378,0.646334,0.647853,0.529475,0.296848,0.317978,0.428847
u092,0.752122,0.766585,0.626937,0.666227,0.35324,0.444957,0.668007,0.469929,0.415157,0.619411,0.482043,0.542054,0.442806,0.308443,0.400373,0.325713,0.561812,0.58077,0.335461,0.26404,0.313777,0.579652,0.429263,0.310583,0.236823,0.377511,0.286239,0.655229,0.549544,0.523534,0.60486,0.498992,0.216802,0.318409,0.415933
u093,0.664109,0.626029,0.570158,0.587015,0.478085,0.387039,0.621557,0.622088,0.475506,0.549151,0.469329,0.53105,0.400148,0.465065,0.46376,0.482896,0.637497,0.620713,0.446372,0.276857,0.23166,0.666912,0.281079,0.317803,0.310881,0.397173,0.299166,0.374742,0.599907,0.454813,0.595379,0.464617,0.277634,0.368401,0.380638
u094,0.599236,0.663923,0.578505,0.620181,0.590567,0.240783,0.67434,0.533363,0.40137,0.65788,0.517287,0.565241,0.548486,0.481751,0.535235,0.269969,0.561219,0.545838,0.547095,0.324266,0.238424,0.670775,0.37427,0.260731,0.208669,0.237482,0.2219,0.329044,0.626672,0.531777,0.601594,0.607972,0.299561,0.334583,0.443405
u095,0.731184,0.698442,0.639824,0.666572,0.79796,0.547495,0.682313,0.616702,0.52768,0.513566,0.44059,0.493562,0.572311,0.422434,0.530771,0.507115,0.746926,0.656353,0.285292,0.218556,0.234548,0.406402,0.268949,0.189357,0.225135,0.202679,0.259735,0.351119,0.711595,0.620869,0.641224,0.49298,0.253793,0.347013,0.390008
u096,0.687382,0.761901,0.638663,0.699325,0.614314,0.338451,0.740423,0.664903,0.459829,0.521381,0.547631,0.541366,0.497908,0.401209,0.568454,0.40383,0.605225,0.350766,0.348508,0.216967,0.184081,0.533373,0.354529,0.263599,0.16484,0.26014,0.257592,0.270102,0.606166,0.564556,0.549684,0.452789,0.296654,0.30268,0.399669
u097,0.772865,0.632651,0.638341,0.690366,0.494213,0.289187,0.683294,0.601744,0.533298,0.660382,0.526471,0.528655,0.361853,0.418118,0.491228,0.490166,0.66909,0.601407,0.549648,0.409088,0.297685,0.553251,0.540033,0.471387,0.271203,0.543082,0.260568,0.521508,0.672246,0.657904,0.676848,0.56027,0.298757,0.290852,0.459836
u098,0.66983,0.659761,0.578284,0.666562,0.289264,0.320956,0.691365,0.656724,0.440472,0.620315,0.424198,0.490116,0.443743,0.457011,0.456173,0.361214,0.607545,0.325296,0.484126,0.278807,0.255975,0.40577,0.539702,0.334531,0.258526,0.359621,0.250525,0.524976,0.517781,0.589569,0.580232,0.530129,0.262997,0.223987,0.451819
u099,0.638424,0.680444,0.568777,0.650991,0.539575,0.319508,0.673356,0.592918,0.598389,0.584976,0.467133,0.535423,0.414286,0.354215,0.569996,0.519414,0.684523,0.557878,0.364165,0.288723,0.280119,0.596229,0.373102,0.280056,0.178176,0.395372,0.267707,0.460877,0.660458,0.536058,0.577921,0.370584,0.336247,0.396888,0.412624
u100,0.721855,0.587859,0.529123,0.620627,0.463338,0.259723,0.664512,0.55343,0.408129,0.439031,0.510769,0.603093,0.448244,0.47225,0.577699,0.542043,0.728191,0.601277,0.550794,0.214227,0.226447,0.615586,0.41554,0.314928,0.289277,0.292334,0.283104,0.315329,0.63672,0.658804,0.625087,0.472691,0.326523,0.33006,0.390333
u101,0.658892,0.606559,0.602177,0.588366,0.615389,0.419961,0.577397,0.591183,0.525898,0.600499,0.436003,0.500036,0.363707,0.420375,0.540952,0.543875,0.618763,0.462511,0.404509,0.441769,0.369114,0.597656,0.624397,0.541407,0.529494,0.628533,0.555576,0.603429,0.680171,0.775834,0.607222,0.598526,0.36772,0.447478,0.475044
u102,0.557591,0.639163,0.54622,0.534256,0.518177,0.541862,0.674963,0.593709,0.357093,0.500329,0.464388,0.425052,0.430893,0.367715,0.376322,0.432409,0.690957,0.50276,0.363293,0.202057,0.280977,0.880294,0.392816,0.272662,0.29415,0.352495,0.271623,0.5625,0.581841,0.587613,0.553035,0.489421,0.355446,0.194201,0.449496
u103,0.640368,0.652426,0.602414,0.520984,0.526164,0.247974,0.681432,0.669719,0.484028,0.560233,0.506611,0.519365,0.401354,0.398303,0.567907,0.464876,0.577633,0.186305,0.598767,0.300168,0.302099,0.286406,0.431491,0.417453,0.129384,0.359839,0.217458,0.334749,0.607067,0.584921,0.671101,0.552684,0.308807,0.33681,0.399144
u104,0.764329,0.725234,0.656131,0.713474,0.540027,0.424858,0.661074,0.524627,0.466709,0.64914,0.447414,0.511031,0.413425,0.348245,0.408818,0.352753,0.463448,0.485548,0.452078,0.315746,0.287123,0.578943,0.539669,0.295274,0.16724,0.443172,0.298869,0.59633,0.609628,0.58811,0.59308,0.500003,0.270812,0.214265,0.32597
u105,0.662031,0.574951,0.538356,0.545858,0.42124,0.329738,0.662403,0.636506,0.511613,0.503056,0.450604,0.520887,0.580562,0.448555,0.537417,0.428296,0.584752,0.658171,0.379553,0.359109,0.26096,0.717178,0.381337,0.271472,0.263303,0.406985,0.139856,0.437875,0.610084,0.528246,0.559476,0.401818,0.235227,0.249621,0.448697
u106,0.651818,0.652673,0.618685,0.565925,0.609701,0.251706,0.721949,0.612428,0.411492,0.543532,0.430935,0.536399,0.508963,0.427858,0.516213,0.508203,0.514543,0.517431,0.478579,0.274341,0.209616,0.601192,0.326736,0.127721,0.229334,0.289556,0.18505,0.3202,0.553634,0.473252,0.514348,0.651931,0.254683,0.339482,0.475099
u107,0.783223,0.73551,0.735517,0.704284,0.806459,0.568445,0.712502,0.689038,0.434098,0.495232,0.43038,0.470555,0.599073,0.386415,0.479162,0.480333,0.86931,0.664848,0.255889,0.184947,0.219631,0.486284,0.234929,0.155814,0.237996,0.173941,0.163647,0.273728,0.80041,0.65984,0.690559,0.426002,0.285689,0.32596,0.399723
u108,0.677706,0.71007,0.685902,0.684475,0.628133,0.231245,0.705606,0.671204,0.399755,0.616806,0.522667,0.550194,0.36135,0.344413,0.529835,0.444822,0.568859,0.291883,0.257274,0.297458,0.252511,0.503956,0.221061,0.327289,0.209748,0.204869,0.252872,0.460352,0.608349,0.46312,0.530204,0.532879,0.29956,0.288034,0.464029
u109,0.66974,0.591573,0.611726,0.684523,0.561448,0.331992,0.667073,0.70242,0.44985,0.625776,0.443178,0.491324,0.44192,0.3815,0.513138,0.49726,0.667618,0.525679,0.580364,0.349306,0.238469,0.606263,0.535184,0.432578,0.281313,0.639384,0.249116,0.587581,0.677478,0.664517,0.6382,0.549482,0.287704,0.251808,0.360086
u110,0.68546,0.685438,0.650101,0.622591,0.429595,0.33082,0.690171,0.636041,0.464133,0.672725,0.460862,0.481774,0.473357,0.471816,0.500506,0.433197,0.652656,0.433751,0.387587,0.280253,0.252153,0.394141,0.553912,0.213809,0.295641,0.293949,0.272761,0.505256,0.610807,0.603062,0.504218,0.517749,0.30037,0.268498,0.411818
u111,0.64845,0.648496,0.566614,0.663968,0.550381,0.269406,0.576687,0.628875,0.520941,0.512361,0.470674,0.503274,0.342673,0.36619,0.556474,0.475671,0.718384,0.51132,0.432795,0.289254,0.296538,0.623155,0.549516,0.252519,0.208697,0.389674,0.203975,0.42882,0.675758,0.644371,0.613588,0.413045,0.313936,0.366348,0.47973
u112,0.706233,0.647652,0.611343,0.578305,0.536126,0.286346,0.710131,0.607148,0.397716,0.53782,0.489016,0.589107,0.508331,0.434459,0.540823,0.556547,0.637029,0.523781,0.482295,0.273416,0.22558,0.665264,0.389072,0.424894,0.248643,0.323755,0.222914,0.360384,0.692686,0.669429,0.577649,0.466134,0.257533,0.257067,0.38726
u113,0.718905,0.723944,0.625714,0.574535,0.556137,0.322071,0.638086,0.593483,0.573642,0.661491,0.508911,0.567849,0.431791,0.464173,0.514409,0.437137,0.715052,0.533363,0.415435,0.492712,0.426118,0.588352,0.638964,0.554135,0.605893,0.662591,0.504143,0.58362,0.67641,0.630534,0.745153,0.523695,0.325505,0.488274,0.518812
u114,0.50162,0.650616,0.465004,0.571414,0.577282,0.44819,0.686271,0.491426,0.353213,0.52171,0.413644,0.456135,0.45627,0.330142,0.419362,0.375666,0.616237,0.519267,0.440854,0.214054,0.23641,0.855633,0.378768,0.235489,0.219263,0.370594,0.266882,0.698491,0.539023,0.571374,0.56838,0.4963,0.33303,0.268457,0.494693
u115,0.596246,0.559255,0.521199,0.523842,0.483309,0.254502,0.664307,0.623833,0.472478,0.556569,0.52883,0.529334,0.473206,0.339899,0.54246,0.474305,0.597563,0.26488,0.656885,0.280115,0.245475,0.222796,0.418259,0.202291,0.180297,0.411565,0.249597,0.215723,0.616497,0.601908,0.608954,0.456541,0.257673,0.251144,0.372132
u116,0.731732,0.620535,0.584891,0.660868,0.412222,0.414041,0.647099,0.533539,0.46273,0.613357,0.434199,0.423717,0.397672,0.36025,0.398914,0.399535,0.550422,0.596941,0.364901,0.329699,0.346414,0.683131,0.383824,0.256799,0.272295,0.417946,0.266085,0.556871,0.589179,0.552984,0.513411,0.5138,0.229757,0.258975,0.301866
u117,0.677955,0.627135,0.483348,0.587344,0.465607,0.386526,0.654845,0.60639,0.514624,0.579872,0.40111,0.514019,0.44898,0.37832,0.478296,0.558014,0.515034,0.611862,0.367416,0.437303,0.247507,0.744621,0.289265,0.269468,0.193025,0.415352,0.214954,0.459469,0.431828,0.557364,0.631046,0.454204,0.279222,0.250427,0.466141
u118,0.686425,0.675024,0.573913,0.626981,0.506781,0.261819,0.669465,0.586341,0.446503,0.595889,0.520451,0.552066,0.504221,0.51659,0.420827,0.471411,0.658332,0.517724,0.483182,0.204405,0.311246,0.694272,0.388513,0.27745,0.234617,0.187786,0.267285,0.413266,0.60156,0.517866,0.545424,0.59956,0.313806,0.291029,0.433778
u119,0.637793,0.669408,0.653223,0.676411,0.753782,0.684844,0.739442,0.712331,0.491885,0.557884,0.441891,0.529567,0.468982,0.39325,0.426897,0.441925,0.736112,0.58826,0.308636,0.130265,0.239451,0.490245,0.209228,0.280536,0.191497,0.219042,0.176658,0.305479,0.714822,0.58917,0.746732,0.472202,0.311074,0.26663,0.377948
u120,0.748464,0.654936,0.629518,0.760079,0.663718,0.354786,0.749836,0.64956,0.477274,0.625196,0.495358,0.58899,0.416168,0.363437,0.538309,0.487006,0.558316,0.408396,0.337665,0.32283,0.220878,0.532476,0.376255,0.29074,0.191083,0.291011,0.234182,0.347867,0.531124,0.598406,0.550251,0.564673,0.302189,0.25402,0.425178
u121,0.782184,0.630413,0.554899,0.646847,0.574346,0.354494,0.633274,0.727726,0.461564,0.646998,0.513849,0.600247,0.403086,0.436698,0.583477,0.51182,0.469773,0.51902,0.452641,0.339803,0.360462,0.655781,0.540087,0.316185,0.309513,0.539389,0.372805,0.603867,0.613041,0.591283,0.66782,0.516006,0.360513,0.288727,0.413981
u122,0.660386,0.683764,0.60555,0.624442,0.390627,0.331197,0.64876,0.577585,0.456975,0.58596,0.3761,0.598533,0.424196,0.456536,0.557653,0.430574,0.671342,0.281019,0.421061,0.340854,0.192012,0.385956,0.472747,0.315526,0.244806,0.325766,0.272454,0.506706,0.584187,0.623531,0.557268,0.557208,0.195424,0.160338,0.40539
u123,0.74086,0.580227,0.593153,0.605395,0.601063,0.341522,0.656425,0.577605,0.437933,0.531007,0.415068,0.52531,0.414391,0.292926,0.51202,0.421015,0.731968,0.503053,0.41646,0.225676,0.315355,0.519718,0.408861,0.291977,0.183508,0.3207,0.187154,0.423291,0.684783,0.601212,0.61425,0.450942,0.271865,0.293759,0.471921
u124,0.704347,0.589338,0.629296,0.644419,0.580268,0.329242,0.699648,0.583734,0.556009,0.508167,0.567804,0.438217,0.454357,0.329936,0.517105,0.572823,0.705858,0.620295,0.460558,0.264671,0.30134,0.598091,0.283936,0.320696,0.169847,0.346725,0.172551,0.319041,0.698802,0.517356,0.526487,0.507248,0.26897,0.295147,0.428069
u125,0.671989,0.604378,0.55295,0.617471,0.56875,0.335035,0.633462,0.523025,0.475824,0.703954,0.537345,0.460108,0.485526,0.379881,0.51547,0.467231,0.743018,0.502299,0.466052,0.504952,0.356471,0.651883,0.638475,0.556152,0.628111,0.651114,0.507356,0.537146,0.684383,0.715011,0.702279,0.602987,0.356186,0.381012,0.577399
u126,0.47947,0.578316,0.524949,0.588888,0.492052,0.41117,0.642238,0.443911,0.287114,0.445693,0.539075,0.40902,0.355781,0.303231,0.37777,0.390036,0.633856,0.481095,0.354365,0.216105,0.239343,0.878994,0.324694,0.301062,0.189272,0.370792,0.267265,0.611149,0.550079,0.627473,0.540171,0.481116,0.247171,0.346791,0.437932
u127,0.659839,0.553429,0.55332,0.475622,0.541326,0.205968,0.586092,0.637775,0.383746,0.568745,0.477414,0.511804,0.397859,0.353038,0.451106,0.440153,0.661002,0.306461,0.595406,0.244595,0.276731,0.215334,0.43834,0.173532,0.213824,0.417321,0.253067,0.137546,0.655451,0.57079,0.626192,0.514085,0.328921,0.231339,0.36806
u128,0.676695,0.684966,0.699267,0.617556,0.428931,0.467533,0.688639,0.507407,0.397973,0.598761,0.487499,0.519706,0.405331,0.388309,0.523335,0.403769,0.571938,0.593399,0.384384,0.350963,0.329944,0.594363,0.413578,0.20801,0.279788,0.531102,0.296041,0.527712,0.53401,0.508311,0.524732,0.50687,0.255754,0.301585,0.386965
u129,0.655009,0.61585,0.527576,0.542454,0.492517,0.391962,0.717435,0.672683,0.547825,0.57306,0.465731,0.488274,0.526887,0.427438,0.465837,0.413769,0.624938,0.645084,0.456658,0.390615,0.244885,0.721222,0.356644,0.263671,0.293192,0.322128,0.260791,0.451788,0.682641,0.537035,0.497129,0.472007,0.205392,0.327437,0.360127
u130,0.723807,0.614686,0.616475,0.633517,0.461364,0.215887,0.654041,0.59187,0.390438,0.64175,0.476879,0.541342,0.511091,0.496547,0.540252,0.3835,0.732955,0.488789,0.544428,0.238203,0.269719,0.603407,0.379303,0.351728,0.286354,0.24924,0.26189,0.425866,0.64607,0.547836,0.577347,0.474526,0.321054,0.296274,0.470915
u131,0.741619,0.660477,0.747739,0.781317,0.790091,0.568762,0.694468,0.765698,0.465968,0.527353,0.570488,0.628212,0.433761,0.356669,0.508905,0.399741,0.613026,0.59931,0.268667,0.169333,0.186582,0.43971,0.248447,0.202917,0.305781,0.266273,0.17721,0.38069,0.717123,0.672483,0.766513,0.554442,0.273888,0.225304,0.375949
u132,0.707134,0.676764,0.689344,0.663456,0.650542,0.305597,0.729239,0.768445,0.522115,0.663206,0.512375,0.524589,0.390486,0.387427,0.585962,0.452942,0.519794,0.36954,0.25905,0.246268,0.180992,0.460585,0.221561,0.251804,0.228146,0.27786,0.197754,0.317536,0.583595,0.617337,0.538664,0.623461,0.336137,0.271815,0.349472
u133,0.705311,0.727331,0.597679,0.691028,0.544806,0.290271,0.720109,0.678669,0.505383,0.659632,0.544731,0.4846,0.372197,0.343092,0.509228,0.484824,0.612567,0.60359,0.42769,0.427719,0.253676,0.592271,0.496522,0.380506,0.297555,0.645201,0.363777,0.433993,0.642047,0.715806,0.724248,0.516892,0.298054,0.330924,0.451871
u134,0.733916,0.607924,0.583192,0.67378,0.413277,0.304977,0.654172,0.717756,0.462125,0.613158,0.385154,0.549404,0.391456,0.468456,0.465132,0.491975,0.718258,0.366631,0.405562,0.336675,0.262266,0.382135,0.527443,0.262838,0.401915,0.355703,0.276797,0.617705,0.567445,0.489995,0.486069,0.552438,0.24182,0.248173,0.412721
u135,0.704126,0.604288,0.543697,0.620842,0.532377,0.232359,0.735663,0.652655,0.593704,0.567588,0.472112,0.526678,0.422478,0.377216,0.607649,0.463925,0.687628,0.442259,0.391923,0.300902,0.356693,0.644791,0.394221,0.30206,0.216436,0.383656,0.229754,0.383567,0.677343,0.617525,0.615769,0.467839,0.302178,0.260103,0.434798
u136,0.668877,0.625726,0.616908,0.636824,0.461402,0.339447,0.681983,0.621946,0.506969,0.58347,0.557273,0.557585,0.497278,0.493089,0.57317,0.424338,0.680101,0.611648,0.487022,0.242412,0.318679,0.630826,0.385567,0.224309,0.224819,0.346648,0.263724,0.333725,0.633667,0.621072,0.53208,0.542941,0.337912,0.210136,0.330617
u137,0.66796,0.639913,0.588325,0.645979,0.502195,0.368501,0.642779,0.658065,0.472439,0.568035,0.450042,0.491292,0.379551,0.398161,0.557327,0.545912,0.694527,0.543828,0.417235,0.562087,0.434461,0.651991,0.610295,0.532438,0.532944,0.698671,0.56722,0.617741,0.71641,0.539377,0.646998,0.661708,0.298388,0.50788,0.456717
u138,0.556015,0.669566,0.566992,0.521142,0.553443,0.357919,0.626976,0.527262,0.372263,0.572123,0.441521,0.465675,0.335485,0.349479,0.423714,0.387863,0.617383,0.593102,0.461054,0.278291,0.281038,0.877465,0.364611,0.279354,0.137465,0.266549,0.223403,0.660982,0.452165,0.564605,0.549115,0.596625,0.332475,0.352844,0.34271
u139,0.720575,0.663626,0.609625,0.624614,0.439963,0.224637,0.617755,0.556348,0.486558,0.624727,0.526655,0.606787,0.481861,0.486247,0.474986,0.441947,0.602694,0.23962,0.622548,0.226116,0.231816,0.149199,0.418264,0.262421,0.243281,0.40056,0.260512,0.264733,0.702285,0.608072,0.637977,0.490016,0.13134,0.328592,0.495676
u140,0.660223,0.677072,0.548371,0.719703,0.450181,0.441156,0.664331,0.516531,0.44216,0.569853,0.429596,0.467525,0.379947,0.364157,0.38253,0.437429,0.611429,0.561177,0.342888,0.30413,0.383325,0.590277,0.46248,0.347921,0.237811,0.483709,0.318381,0.614512,0.500182,0.544911,0.549962,0.550821,0.225396,0.24865,0.283502
u141,0.682877,0.639843,0.583971,0.609655,0.48627,0.445654,0.572605,0.603718,0.538655,0.525551,0.385879,0.43261,0.503721,0.434171,0.536682,0.43829,0.676321,0.598613,0.389808,0.33537,0.237565,0.698826,0.314709,0.270738,0.283416,0.326789,0.33979,0.405214,0.558078,0.606445,0.585928,0.568289,0.253012,0.341219,0.388767
u142,0.744766,0.628311,0.606527,0.647259,0.506433,0.238894,0.703538,0.568039,0.495262,0.569861,0.536887,0.521601,0.446132,0.563596,0.504277,0.394556,0.603182,0.563822,0.526397,0.244017,0.24067,0.705531,0.407391,0.268695,0.193465,0.332163,0.30073,0.309373,0.54868,0.634737,0.588062,0.490639,0.216877,0.365538,0.506872
u143,0.696055,0.605404,0.71986,0.735534,0.810307,0.577903,0.678083,0.686781,0.516051,0.524279,0.422553,0.496584,0.520036,0.385848,0.461047,0.410491,0.770007,0.641319,0.39629,0.316868,0.285621,0.366745,0.283873,0.217261,0.234651,0.297901,0.237681,0.419326,0.767375,0.659896,0.606031,0.436919,0.315628,0.285844,0.36324
u144,0.832443,0.610992,0.669338,0.694682,0.647551,0.307424,0.755785,0.624317,0.416587,0.53496,0.535533,0.513415,0.425621,0.385827,0.497892,0.369604,0.597435,0.378371,0.184212,0.317581,0.217099,0.546495,0.285339,0.285903,0.198801,0.264995,0.305284,0.412739,0.702158,0.658417,0.589597,0.641831,0.357083,0.266418,0.414019
u145,0.652393,0.671551,0.64911,0.618613,0.555449,0.334187,0.601081,0.673765,0.526499,0.579914,0.527708,0.527048,0.55332,0.439644,0.574331,0.366525,0.638647,0.588687,0.526239,0.380253,0.31766,0.621201,0.524323,0.357941,0.335385,0.615972,0.276753,0.540905,0.638994,0.674716,0.694641,0.558033,0.311861,0.287815,0.413555
u146,0.642254,0.598345,0.600338,0.603933,0.360612,0.35199,0.637637,0.658045,0.491284,0.624356,0.37744,0.548715,0.453638,0.381545,0.567203,0.421138,0.621665,0.375849,0.351101,0.28407,0.164841,0.465304,0.579822,0.351239,0.27173,0.263158,0.258285,0.5937,0.618075,0.583301,0.555692,0.595467,0.273166,0.264748,0.432576
u147,0.703188,0.605821,0.596194,0.541733,0.524928,0.419191,0.78287,0.677916,0.618213,0.614739,0.429261,0.497545,0.415708,0.197872,0.63057,0.41002,0.64963,0.51491,0.289244,0.264569,0.217768,0.607067,0.365479,0.348126,0.22568,0.304966,0.165594,0.322627,0.716992,0.527983,0.558684,0.384511,0.351112,0.186857,0.443732
u148,0.657872,0.48812,0.630177,0.611106,0.55965,0.311231,0.759051,0.468073,0.481348,0.614236,0.514971,0.475305,0.452782,0.517686,0.507801,0.466281,0.729282,0.530516,0.526895,0.291104,0.32897,0.613672,0.350974,0.290405,0.264925,0.331577,0.224155,0.342811,0.701713,0.620726,0.634761,0.563909,0.365758,0.315882,0.502105
u149,0.783448,0.586283,0.591842,0.645166,0.527874,0.389626,0.713156,0.638053,0.477661,0.616374,0.531798,0.594476,0.365325,0.383273,0.520167,0.551463,0.702773,0.545286,0.438415,0.524576,0.393187,0.586827,0.519154,0.499064,0.557189,0.715682,0.586434,0.56941,0.680393,0.707148,0.654218,0.565915,0.273779,0.435745,0.54738
u150,0.552437,0.72994,0.488598,0.559769,0.573388,0.551495,0.562254,0.500373,0.412626,0.491459,0.45686,0.36946,0.37223,0.286986,0.346016,0.495961,0.619624,0.570672,0.404131,0.181965,0.265793,0.771341,0.39205,0.254351,0.28457,0.314932,0.229022,0.56621,0.635509,0.496625,0.494513,0.447407,0.347392,0.38457,0.382126
u151,0.655938,0.584705,0.589687,0.634574,0.526707,0.318567,0.649712,0.606501,0.383706,0.573474,0.559988,0.569812,0.429428,0.458728,0.504352,0.469746,0.614472,0.220505,0.625305,0.168516,0.309252,0.295625,0.438765,0.162999,0.240354,0.417427,0.254023,0.237391,0.651363,0.618846,0.601531,0.489961,0.279443,0.308843,0.376158
u152,0.692897,0.620997,0.614946,0.622556,0.469099,0.502001,0.615979,0.476507,0.477789,0.57923,0.501015,0.49892,0.435074,0.347016,0.37397,0.391984,0.516369,0.453815,0.391419,0.31491,0.283974,0.662646,0.389024,0.221056,0.249755,0.548459,0.25617,0.649768,0.574027,0.491135,0.499082,0.484995,0.231216,0.237139,0.341508
