user_id,skill_id,last_level,monthly_slope,forecast_6m
u081,2.A.2.b,0.555433,0.014205,0.640665
u081,2.A.2.c,0.536549,0.017076,0.639004
u081,2.A.2.d,0.496006,0.016696,0.59618
u081,2.B.1.a,0.409821,0.005045,0.440092
u081,2.B.1.b,0.439308,0.016714,0.53959
u081,2.B.1.c,0.472181,0.017102,0.574793
u081,2.B.1.d,0.389989,0.01119,0.457127
u081,2.B.1.e,0.5234,0.022379,0.657675
u081,2.B.1.f,0.396157,0.012559,0.471509
u081,2.B.2.i,0.625851,0.021876,0.757106
u081,2.B.3.a,0.602161,0.017451,0.706866
u081,2.B.3.b,0.299332,0.000901,0.304735
u081,2.B.3.c,0.380071,0.008815,0.432962
u081,2.B.3.d,0.308994,0.008974,0.36284
u081,2.B.3.e,0.706117,0.017267,0.809718
u081,2.B.3.g,0.40668,0.012496,0.481656
u081,2.B.3.h,0.303303,0.007844,0.350365
u081,2.B.3.j,0.298341,0.005025,0.32849
u081,2.B.3.k,0.342872,0.005481,0.375758
u081,2.B.3.l,0.139313,0.008404,0.189737
u081,2.B.3.m,0.457445,0.010416,0.519939
u081,2.B.4.e,0.601261,0.020676,0.725315
u081,2.B.4.g,0.527888,0.017101,0.630492
u081,2.B.4.h,0.437089,0.017099,0.539684
u081,2.B.5.a,0.427068,0.008085,0.475575
u081,2.B.5.b,0.25405,0.004973,0.283891
u081,2.B.5.c,0.297775,0.004005,0.321803
u081,2.B.5.d,0.484347,0.015787,0.579067
u082,2.A.1.a,0.697585,0.017258,0.801133
u082,2.A.1.b,0.651081,0.021141,0.777928
u082,2.A.1.c,0.572372,0.019148,0.687257
u082,2.A.1.d,0.499207,0.01908,0.613688
u082,2.A.1.e,0.510139,0.017358,0.61429
u082,2.A.1.f,0.240562,0.00703,0.28274
u082,2.A.2.a,0.590265,0.01653,0.689444
u082,2.A.2.b,0.505408,0.014686,0.593523
u082,2.A.2.c,0.45725,0.003856,0.480384
u082,2.A.2.d,0.610675,0.018713,0.722954
u082,2.B.1.a,0.48776,0.019691,0.605908
u082,2.B.1.b,0.606321,0.018329,0.716294
u082,2.B.1.c,0.500418,0.013896,0.583792
u082,2.B.1.d,0.486597,0.018283,0.596294
u082,2.B.1.e,0.47218,0.018617,0.583882
u082,2.B.1.f,0.463529,0.005212,0.4948
u082,2.B.2.i,0.64426,0.021874,0.775504
u082,2.B.3.a,0.461165,0.016571,0.560592
u082,2.B.3.b,0.416927,0.018362,0.527102
u082,2.B.3.c,0.221014,0.00838,0.271292
u082,2.B.3.d,0.318262,0.007596,0.36384
u082,2.B.3.e,0.669628,0.017085,0.77214
u082,2.B.3.g,0.368446,0.004042,0.392697
u082,2.B.3.h,0.204075,0.007696,0.250251
u082,2.B.3.j,0.239484,0.004531,0.266668
u082,2.B.3.k,0.323128,0.005818,0.358036
u082,2.B.3.l,0.235242,0.011583,0.304741
u082,2.B.3.m,0.396566,0.007415,0.441054
u082,2.B.4.e,0.673053,0.019953,0.792771
u082,2.B.4.g,0.57258,0.025119,0.723297
u082,2.B.4.h,0.63009,0.017054,0.732416
u082,2.B.5.a,0.546725,0.019201,0.661934
u082,2.B.5.b,0.3514,0.008331,0.401389
u082,2.B.5.c,0.382128,0.009109,0.436781
u082,2.B.5.d,0.485587,0.007804,0.532414
u083,2.A.1.a,0.626915,0.01715,0.729814
u083,2.A.1.b,0.683917,0.021463,0.812696
u083,2.A.1.c,0.595552,0.013414,0.676037
u083,2.A.1.d,0.692618,0.015903,0.788038
u083,2.A.1.e,0.84324,0.018098,0.951825
u083,2.A.1.f,0.570964,0.019157,0.685907
u083,2.A.2.a,0.6859,0.012683,0.762001
u083,2.A.2.b,0.688105,0.021586,0.817623
u083,2.A.2.c,0.498997,0.01685,0.6001
u083,2.A.2.d,0.539204,0.017634,0.64501
u083,2.B.1.a,0.529123,0.008847,0.582206
u083,2.B.1.b,0.588234,0.014064,0.672615
u083,2.B.1.c,0.546957,0.020305,0.668785
u083,2.B.1.d,0.352447,0.007681,0.398531
u083,2.B.1.e,0.542801,0.020075,0.663254
u083,2.B.1.f,0.453241,0.000889,0.458578
u083,2.B.2.i,0.74243,0.011653,0.812346
u083,2.B.3.a,0.746115,0.021577,0.875575
u083,2.B.3.b,0.295651,0.01217,0.368672
u083,2.B.3.c,0.257534,0.004355,0.283666
u083,2.B.3.d,0.202473,0.010007,0.262517
u083,2.B.3.e,0.46051,0.009353,0.516628
u083,2.B.3.g,0.389612,0.004376,0.415866
u083,2.B.3.h,0.248559,0.010888,0.31389
u083,2.B.3.j,0.280712,0.007749,0.327209
u083,2.B.3.k,0.131561,0.005928,0.167129
u083,2.B.3.l,0.245351,0.005031,0.275539
u083,2.B.3.m,0.327664,0.009532,0.384854
u083,2.B.4.e,0.628455,0.017033,0.730652
u083,2.B.4.g,0.676374,0.023349,0.816466
u083,2.B.4.h,0.698393,0.01918,0.813473
u083,2.B.5.a,0.467641,0.015711,0.561908
u083,2.B.5.b,0.322739,0.006608,0.362385
u083,2.B.5.c,0.284097,0.00751,0.329154
u083,2.B.5.d,0.456762,0.008194,0.505923
u084,2.A.1.a,0.709681,0.017295,0.813449
u084,2.A.1.b,0.675907,0.018601,0.787516
u084,2.A.1.c,0.727773,0.023105,0.866402
u084,2.A.1.d,0.645829,0.020402,0.768242
u084,2.A.1.e,0.604478,0.014319,0.690389
u084,2.A.1.f,0.225667,0.010247,0.287151
u084,2.A.2.a,0.711659,0.017855,0.818792
u084,2.A.2.b,0.681595,0.018278,0.79126
u084,2.A.2.c,0.539768,0.021279,0.667441
u084,2.A.2.d,0.583079,0.020658,0.707029
u084,2.B.1.a,0.546941,0.016282,0.644633
u084,2.B.1.b,0.441395,0.016906,0.542834
u084,2.B.1.c,0.481354,0.005958,0.517103
u084,2.B.1.d,0.400604,0.004331,0.426589
u084,2.B.1.e,0.450324,0.013269,0.529941
u084,2.B.1.f,0.378082,0.001208,0.38533
u084,2.B.2.i,0.600253,0.014397,0.686636
u084,2.B.3.a,0.394077,0.008961,0.44784
u084,2.B.3.b,0.223072,0.007914,0.270557
u084,2.B.3.c,0.309364,0.008535,0.360574
u084,2.B.3.d,0.289153,0.007589,0.334689
u084,2.B.3.e,0.546526,0.017326,0.650481
u084,2.B.3.g,0.266238,0.008614,0.317922
u084,2.B.3.h,0.274071,0.009353,0.330186
u084,2.B.3.j,0.242594,0.006708,0.282841
u084,2.B.3.k,0.185041,0.004568,0.212451
u084,2.B.3.l,0.291739,0.007606,0.337376
u084,2.B.3.m,0.420344,0.008274,0.469991
u084,2.B.4.e,0.635556,0.017149,0.73845
u084,2.B.4.g,0.649668,0.022181,0.782752
u084,2.B.4.h,0.57947,0.024445,0.72614
u084,2.B.5.a,0.618218,0.020036,0.738433
u084,2.B.5.b,0.323708,0.007839,0.370744
u084,2.B.5.c,0.302247,0.006677,0.342312
u084,2.B.5.d,0.526826,0.002455,0.541558
u085,2.A.1.a,0.752337,0.018843,0.865395
u085,2.A.1.b,0.67178,0.01821,0.781041
u085,2.A.1.c,0.641159,0.014296,0.726934
u085,2.A.1.d,0.700967,0.017389,0.805303
u085,2.A.1.e,0.569985,0.020102,0.690597
u085,2.A.1.f,0.400707,0.005867,0.435907
u085,2.A.2.a,0.612265,0.016541,0.71151
u085,2.A.2.b,0.577343,0.022769,0.713955
u085,2.A.2.c,0.434407,0.017605,0.540038
u085,2.A.2.d,0.516776,0.016624,0.616522
u085,2.B.1.a,0.501916,0.019793,0.620675
u085,2.B.1.b,0.478711,0.016467,0.577511
u085,2.B.1.c,0.388956,0.005602,0.422566
u085,2.B.1.d,0.42922,0.007099,0.471811
u085,2.B.1.e,0.497374,0.017588,0.602905
u085,2.B.1.f,0.493537,0.017867,0.600739
u085,2.B.2.i,0.553651,0.020113,0.674327
u085,2.B.3.a,0.567162,0.024528,0.714327
u085,2.B.3.b,0.518722,0.020905,0.644151
u085,2.B.3.c,0.319116,0.002602,0.334731
u085,2.B.3.d,0.224332,0.004885,0.253642
u085,2.B.3.e,0.591133,0.018266,0.700732
u085,2.B.3.g,0.586675,0.018108,0.695326
u085,2.B.3.h,0.336575,0.007461,0.381343
u085,2.B.3.j,0.257008,0.011727,0.327368
u085,2.B.3.k,0.680636,0.023187,0.819758
u085,2.B.3.l,0.379586,0.003496,0.400563
u085,2.B.3.m,0.555852,0.013251,0.635359
u085,2.B.4.e,0.619529,0.017001,0.721537
u085,2.B.4.g,0.701855,0.019658,0.819806
u085,2.B.4.h,0.69572,0.012705,0.771948
u085,2.B.5.a,0.569554,0.020172,0.690589
u085,2.B.5.b,0.361639,0.008202,0.41085
u085,2.B.5.c,0.365432,0.007972,0.413261
u085,2.B.5.d,0.490196,0.009989,0.550129
u086,2.A.1.a,0.674899,0.021485,0.803808
u086,2.A.1.b,0.650435,0.018015,0.758523
u086,2.A.1.c,0.630001,0.016815,0.730893
u086,2.A.1.d,0.53637,0.016127,0.633132
u086,2.A.1.e,0.361453,0.012028,0.43362
u086,2.A.1.f,0.307117,0.010443,0.369776
u086,2.A.2.a,0.694836,0.014966,0.784634
u086,2.A.2.b,0.66916,0.016951,0.770868
u086,2.A.2.c,0.467003,0.015517,0.560107
u086,2.A.2.d,0.572147,0.01958,0.689625
u086,2.B.1.a,0.415856,0.005409,0.448311
u086,2.B.1.b,0.451013,0.019588,0.568541
u086,2.B.1.c,0.360382,0.008583,0.411883
u086,2.B.1.d,0.371985,0.003708,0.394232
u086,2.B.1.e,0.445378,0.015586,0.538895
u086,2.B.1.f,0.418973,0.010771,0.483598
u086,2.B.2.i,0.624203,0.021939,0.755838
u086,2.B.3.a,0.359975,0.005325,0.391923
u086,2.B.3.b,0.330477,0.01263,0.406259
u086,2.B.3.c,0.27697,0.004664,0.304952
u086,2.B.3.d,0.309261,0.011018,0.375372
u086,2.B.3.e,0.334578,0.006043,0.370833
u086,2.B.3.g,0.461686,0.015179,0.552759
u086,2.B.3.h,0.335778,0.009766,0.394376
u086,2.B.3.j,0.376983,0.007956,0.424717
u086,2.B.3.k,0.29938,0.009424,0.355921
u086,2.B.3.l,0.279135,0.006426,0.317693
u086,2.B.3.m,0.543786,0.022245,0.677259
u086,2.B.4.e,0.586368,0.021081,0.712857
u086,2.B.4.g,0.548651,0.014957,0.63839
u086,2.B.4.h,0.510293,0.019512,0.627366
u086,2.B.5.a,0.5157,0.011604,0.585321
u086,2.B.5.b,0.326229,0.009276,0.381886
u086,2.B.5.c,0.276816,0.004154,0.301742
u086,2.B.5.d,0.451351,0.00461,0.479012
u087,2.A.1.a,0.718749,0.013816,0.801645
u087,2.A.1.b,0.701658,0.022026,0.833815
u087,2.A.1.c,0.554167,0.016064,0.650551
u087,2.A.1.d,0.641748,0.015532,0.734938
u087,2.A.1.e,0.553806,0.017067,0.656207
u087,2.A.1.f,0.356767,0.006699,0.396963
u087,2.A.2.a,0.758566,0.014069,0.842979
u087,2.A.2.b,0.684698,0.015937,0.780321
u087,2.A.2.c,0.488594,0.020864,0.61378
u087,2.A.2.d,0.565603,0.019874,0.684849
u087,2.B.1.a,0.379376,0.007737,0.425799
u087,2.B.1.b,0.542212,0.018189,0.651346
u087,2.B.1.c,0.4168,0.007887,0.464125
u087,2.B.1.d,0.390379,0.006284,0.428082
u087,2.B.1.e,0.605086,0.015606,0.69872
u087,2.B.1.f,0.454288,0.010266,0.515885
u087,2.B.2.i,0.6843,0.019705,0.802528
u087,2.B.3.a,0.540013,0.019959,0.659766
u087,2.B.3.b,0.416442,0.009622,0.474171
u087,2.B.3.c,0.177349,0.009605,0.234981
u087,2.B.3.d,0.300521,0.008739,0.352956
u087,2.B.3.e,0.63314,0.020505,0.756173
u087,2.B.3.g,0.451303,0.009851,0.510412
u087,2.B.3.h,0.216864,0.011304,0.284688
u087,2.B.3.j,0.277337,0.011483,0.346236
u087,2.B.3.k,0.379084,0.012462,0.453857
u087,2.B.3.l,0.225215,0.010344,0.287277
u087,2.B.3.m,0.455091,0.010214,0.516373
u087,2.B.4.e,0.736721,0.018773,0.849357
u087,2.B.4.g,0.605379,0.017843,0.71244
u087,2.B.4.h,0.634887,0.021776,0.765545
u087,2.B.5.a,0.455756,0.008755,0.508288
u087,2.B.5.b,0.374232,0.002703,0.39045
u087,2.B.5.c,0.276685,0.007477,0.321546
u087,2.B.5.d,0.500158,0.007322,0.544091
u088,2.A.1.a,0.636754,0.013424,0.717299
u088,2.A.1.b,0.542457,0.02625,0.699957
u088,2.A.1.c,0.564423,0.017535,0.669635
u088,2.A.1.d,0.603136,0.017291,0.706881
u088,2.A.1.e,0.573534,0.014731,0.661917
u088,2.A.1.f,0.314319,0.004354,0.340442
u088,2.A.2.a,0.67903,0.017238,0.782459
u088,2.A.2.b,0.599324,0.022519,0.734437
u088,2.A.2.c,0.483923,0.011738,0.55435
u088,2.A.2.d,0.52575,0.01499,0.615693
u088,2.B.1.a,0.454765,0.016419,0.55328
u088,2.B.1.b,0.486159,0.014725,0.574507
u088,2.B.1.c,0.416496,0.007076,0.458951
u088,2.B.1.d,0.437553,0.012823,0.514489
u088,2.B.1.e,0.482758,0.019624,0.600505
u088,2.B.1.f,0.552061,0.017742,0.65851
u088,2.B.2.i,0.723932,0.017802,0.830743
u088,2.B.3.a,0.535143,0.017798,0.641931
u088,2.B.3.b,0.527701,0.017429,0.632275
u088,2.B.3.c,0.312409,0.010343,0.37447
u088,2.B.3.d,0.306442,0.01245,0.381141
u088,2.B.3.e,0.580599,0.016022,0.676733
u088,2.B.3.g,0.338768,0.008688,0.390898
u088,2.B.3.h,0.326009,0.008128,0.374778
u088,2.B.3.j,0.301337,0.010055,0.361665
u088,2.B.3.k,0.397881,0.008011,0.445944
u088,2.B.3.l,0.275008,0.008288,0.324734
u088,2.B.3.m,0.293516,0.003181,0.312604
u088,2.B.4.e,0.560967,0.018547,0.67225
u088,2.B.4.g,0.562928,0.021209,0.690182
u088,2.B.4.h,0.649142,0.018773,0.761782
u088,2.B.5.a,0.468097,0.013325,0.548046
u088,2.B.5.b,0.340039,0.00886,0.393196
u088,2.B.5.c,0.247514,0.010675,0.311563
u088,2.B.5.d,0.364764,0.008251,0.414272
u089,2.A.1.a,0.662563,0.01654,0.7618
u089,2.A.1.b,0.671376,0.022379,0.805649
u089,2.A.1.c,0.484736,0.015743,0.579192
u089,2.A.1.d,0.660607,0.016836,0.761623
u089,2.A.1.e,0.554612,0.018418,0.665122
u089,2.A.1.f,0.376635,0.001625,0.386385
u089,2.A.2.a,0.68213,0.019018,0.79624
u089,2.A.2.b,0.51647,0.017273,0.620109
u089,2.A.2.c,0.589253,0.018977,0.703116
u089,2.A.2.d,0.659201,0.012556,0.734539
u089,2.B.1.a,0.466207,0.020267,0.58781
u089,2.B.1.b,0.540192,0.020524,0.663339
u089,2.B.1.c,0.459516,0.010264,0.521103
u089,2.B.1.d,0.398999,0.004879,0.428276
u089,2.B.1.e,0.489723,0.016576,0.589177
u089,2.B.1.f,0.504943,0.021037,0.631162
u089,2.B.2.i,0.689578,0.014207,0.774822
u089,2.B.3.a,0.513801,0.02091,0.639259
u089,2.B.3.b,0.376202,0.008099,0.424793
u089,2.B.3.c,0.526616,0.015286,0.618334
u089,2.B.3.d,0.305062,0.005917,0.340566
u089,2.B.3.e,0.612354,0.015948,0.708042
u089,2.B.3.g,0.50966,0.013407,0.590104
u089,2.B.3.h,0.553524,0.012491,0.628468
u089,2.B.3.j,0.559719,0.01638,0.657996
u089,2.B.3.k,0.639304,0.016338,0.737334
u089,2.B.3.l,0.44334,0.017721,0.549664
u089,2.B.3.m,0.558299,0.018226,0.667656
u089,2.B.4.e,0.604378,0.012843,0.681436
u089,2.B.4.g,0.579146,0.021447,0.707827
u089,2.B.4.h,0.665866,0.021339,0.793899
u089,2.B.5.a,0.543508,0.020239,0.664943
u089,2.B.5.b,0.31687,0.005975,0.352718
u089,2.B.5.c,0.468156,0.009643,0.526017
u089,2.B.5.d,0.483713,0.017141,0.586558
u090,2.A.1.a,0.571884,0.019609,0.689539
u090,2.A.1.b,0.682569,0.015418,0.775076
u090,2.A.1.c,0.513667,0.02099,0.639606
u090,2.A.1.d,0.613901,0.020957,0.739643
u090,2.A.1.e,0.605271,0.023322,0.745202
u090,2.A.1.f,0.378719,0.001577,0.388183
u090,2.A.2.a,0.616924,0.019136,0.731738
u090,2.A.2.b,0.57866,0.019469,0.695471
u090,2.A.2.c,0.364155,0.006361,0.402321
u090,2.A.2.d,0.609716,0.022409,0.74417
u090,2.B.1.a,0.564794,0.014379,0.65107
u090,2.B.1.b,0.499392,0.014591,0.586936
u090,2.B.1.c,0.47771,0.011604,0.547336
u090,2.B.1.d,0.316202,0.014518,0.403313
u090,2.B.1.e,0.410797,0.009335,0.466809
u090,2.B.1.f,0.450792,0.009884,0.510096
u090,2.B.2.i,0.611516,0.017019,0.713627
u090,2.B.3.a,0.621042,0.018844,0.734107
u090,2.B.3.b,0.427423,0.005525,0.460576
u090,2.B.3.c,0.294941,0.007987,0.342861
u090,2.B.3.d,0.269098,0.011058,0.335449
u090,2.B.3.e,0.862731,0.016084,0.959234
u090,2.B.3.g,0.408456,0.009929,0.468033
u090,2.B.3.h,0.317767,0.008774,0.370412
u090,2.B.3.j,0.286342,0.016469,0.385157
u090,2.B.3.k,0.368652,0.009002,0.422662
u090,2.B.3.l,0.276653,0.005114,0.307339
u090,2.B.3.m,0.590473,0.016269,0.688085
u090,2.B.4.e,0.58408,0.017693,0.690236
u090,2.B.4.g,0.506434,0.020946,0.632109
u090,2.B.4.h,0.528181,0.018024,0.636326
u090,2.B.5.a,0.541941,0.019333,0.657941
u090,2.B.5.b,0.208113,0.009655,0.266041
u090,2.B.5.c,0.382037,0.005513,0.415116
u090,2.B.5.d,0.398539,0.011464,0.467321
u091,2.A.1.a,0.736158,0.019197,0.851338
u091,2.A.1.b,0.614465,0.025433,0.767063
u091,2.A.1.c,0.532859,0.02024,0.6543
u091,2.A.1.d,0.561452,0.021956,0.693186
u091,2.A.1.e,0.454081,0.012257,0.527624
u091,2.A.1.f,0.267523,0.002092,0.280074
u091,2.A.2.a,0.589528,0.020834,0.714535
u091,2.A.2.b,0.598823,0.018026,0.706981
u091,2.A.2.c,0.429208,0.007463,0.473988
u091,2.A.2.d,0.566596,0.020767,0.691196
u091,2.B.1.a,0.488275,0.018715,0.600565
u091,2.B.1.b,0.516566,0.018918,0.630071
u091,2.B.1.c,0.495377,0.005626,0.529132
u091,2.B.1.d,0.516085,0.011231,0.583473
u091,2.B.1.e,0.485769,0.018207,0.595012
u091,2.B.1.f,0.478241,0.00531,0.510098
u091,2.B.2.i,0.565618,0.018582,0.677109
u091,2.B.3.a,0.224502,0.004101,0.249109
u091,2.B.3.b,0.551556,0.02133,0.679533
u091,2.B.3.c,0.282989,0.007649,0.328881
u091,2.B.3.d,0.221528,0.011517,0.29063
u091,2.B.3.e,0.230807,0.009318,0.286714
u091,2.B.3.g,0.394469,0.01704,0.496707
u091,2.B.3.h,0.148835,0.007763,0.195414
u091,2.B.3.j,0.189573,0.008298,0.23936
u091,2.B.3.k,0.447579,0.007079,0.490051
u091,2.B.3.l,0.247724,0.003403,0.268142
u091,2.B.3.m,0.200468,0.005338,0.232497
u091,2.B.4.e,0.641378,0.01635,0.73948
u091,2.B.4.g,0.646334,0.018053,0.754649
u091,2.B.4.h,0.647853,0.022648,0.783741
u091,2.B.5.a,0.529475,0.016109,0.626131
u091,2.B.5.b,0.296848,0.006161,0.333816
u091,2.B.5.c,0.317978,0.009538,0.375205
u091,2.B.5.d,0.428847,0.009729,0.487221
u092,2.A.1.a,0.752122,0.021075,0.878572
u092,2.A.1.b,0.766585,0.024431,0.913171
u092,2.A.1.c,0.626937,0.016416,0.725434
u092,2.A.1.d,0.666227,0.022419,0.80074
u092,2.A.1.e,0.35324,0.002067,0.36564
u092,2.A.1.f,0.444957,0.009483,0.501858
u092,2.A.2.a,0.668007,0.0164,0.766408
u092,2.A.2.b,0.469929,0.016595,0.569497
u092,2.A.2.c,0.415157,0.01065,0.479055
u092,2.A.2.d,0.619411,0.016522,0.71854
u092,2.B.1.a,0.482043,0.008541,0.533287
u092,2.B.1.b,0.542054,0.014741,0.630498
u092,2.B.1.c,0.442806,0.006236,0.480222
u092,2.B.1.d,0.308443,0.011249,0.375938
u092,2.B.1.e,0.400373,0.007014,0.442456
u092,2.B.1.f,0.325713,0.007604,0.371338
u092,2.B.2.i,0.561812,0.016465,0.660602
u092,2.B.3.a,0.58077,0.020994,0.706735
u092,2.B.3.b,0.335461,0.00262,0.351183
u092,2.B.3.c,0.26404,0.011834,0.335042
u092,2.B.3.d,0.313777,0.010195,0.374944
u092,2.B.3.e,0.579652,0.016683,0.679749
u092,2.B.3.g,0.429263,0.011286,0.496979
u092,2.B.3.h,0.310583,0.008634,0.362389
u092,2.B.3.j,0.236823,0.010854,0.301948
u092,2.B.3.k,0.377511,0.008277,0.427175
u092,2.B.3.l,0.286239,0.004598,0.313826
u092,2.B.3.m,0.655229,0.022055,0.787561
u092,2.B.4.e,0.549544,0.022912,0.687014
u092,2.B.4.g,0.523534,0.014711,0.611799
u092,2.B.4.h,0.60486,0.022907,0.742302
u092,2.B.5.a,0.498992,0.018023,0.607128
u092,2.B.5.b,0.216802,0.01054,0.280041
u092,2.B.5.c,0.318409,0.007364,0.362591
u092,2.B.5.d,0.415933,0.013091,0.494481
u093,2.A.1.a,0.664109,0.022973,0.801948
u093,2.A.1.b,0.626029,0.011444,0.694691
u093,2.A.1.c,0.570158,0.017068,0.672564
u093,2.A.1.d,0.587015,0.018959,0.700766
u093,2.A.1.e,0.478085,0.002144,0.490949
u093,2.A.1.f,0.387039,0.009919,0.446554
u093,2.A.2.a,0.621557,0.017296,0.725331
u093,2.A.2.b,0.622088,0.019257,0.737632
u093,2.A.2.c,0.475506,0.020921,0.601029
u093,2.A.2.d,0.549151,0.016265,0.646743
u093,2.B.1.a,0.469329,0.003638,0.491159
u093,2.B.1.b,0.53105,0.015231,0.622435
u093,2.B.1.c,0.400148,0.019266,0.515742
u093,2.B.1.d,0.465065,0.007486,0.509979
u093,2.B.1.e,0.46376,0.017475,0.568613
u093,2.B.1.f,0.482896,0.011499,0.551887
u093,2.B.2.i,0.637497,0.018385,0.747806
u093,2.B.3.a,0.620713,0.018592,0.732263
u093,2.B.3.b,0.446372,0.003494,0.467337
u093,2.B.3.c,0.276857,0.009345,0.332928
u093,2.B.3.d,0.23166,0.011401,0.300064
u093,2.B.3.e,0.666912,0.019796,0.785687
u093,2.B.3.g,0.281079,0.008076,0.329533
u093,2.B.3.h,0.317803,0.013184,0.39691
u093,2.B.3.j,0.310881,0.004258,0.33643
u093,2.B.3.k,0.397173,0.007939,0.44481
u093,2.B.3.l,0.299166,0.006935,0.340778
u093,2.B.3.m,0.374742,0.005257,0.406283
u093,2.B.4.e,0.599907,0.015916,0.695404
u093,2.B.4.g,0.454813,0.016941,0.556457
u093,2.B.4.h,0.595379,0.013116,0.674076
u093,2.B.5.a,0.464617,0.008039,0.512849
u093,2.B.5.b,0.277634,0.004877,0.306893
u093,2.B.5.c,0.368401,0.00679,0.409139
u093,2.B.5.d,0.380638,0.004531,0.407826
u094,2.A.1.a,0.599236,0.016743,0.699691
u094,2.A.1.b,0.663923,0.019597,0.781507
u094,2.A.1.c,0.578505,0.01628,0.676187
u094,2.A.1.d,0.620181,0.016592,0.719734
u094,2.A.1.e,0.590567,0.02013,0.711345
u094,2.A.1.f,0.240783,0.010169,0.301797
u094,2.A.2.a,0.67434,0.024562,0.821711
u094,2.A.2.b,0.533363,0.018465,0.644153
u094,2.A.2.c,0.40137,0.009648,0.459257
u094,2.A.2.d,0.65788,0.015563,0.75126
u094,2.B.1.a,0.517287,0.016624,0.617034
u094,2.B.1.b,0.565241,0.022044,0.697508
u094,2.B.1.c,0.548486,0.022546,0.683762
u094,2.B.1.d,0.481751,0.01817,0.59077
u094,2.B.1.e,0.535235,0.017131,0.638021
u094,2.B.1.f,0.269969,0.004739,0.298402
u094,2.B.2.i,0.561219,0.017814,0.668101
u094,2.B.3.a,0.545838,0.019043,0.660096
u094,2.B.3.b,0.547095,0.017347,0.651179
u094,2.B.3.c,0.324266,0.007721,0.37059
u094,2.B.3.d,0.238424,0.008496,0.289398
u094,2.B.3.e,0.670775,0.011212,0.738044
u094,2.B.3.g,0.37427,0.005918,0.409781
u094,2.B.3.h,0.260731,0.002237,0.274155
u094,2.B.3.j,0.208669,0.010485,0.271578
u094,2.B.3.k,0.237482,0.004455,0.264213
u094,2.B.3.l,0.2219,0.013098,0.300489
u094,2.B.3.m,0.329044,0.010638,0.392873
u094,2.B.4.e,0.626672,0.0132,0.705872
u094,2.B.4.g,0.531777,0.016882,0.633067
u094,2.B.4.h,0.601594,0.01907,0.716015
u094,2.B.5.a,0.607972,0.013918,0.691477
u094,2.B.5.b,0.299561,0.008751,0.352066
u094,2.B.5.c,0.334583,0.007038,0.376811
u094,2.B.5.d,0.443405,0.008895,0.496774
u095,2.A.1.a,0.731184,0.019621,0.848908
u095,2.A.1.b,0.698442,0.018649,0.810337
u095,2.A.1.c,0.639824,0.017632,0.745617
u095,2.A.1.d,0.666572,0.016577,0.766034
u095,2.A.1.e,0.79796,0.018255,0.907489
u095,2.A.1.f,0.547495,0.016272,0.645128
u095,2.A.2.a,0.682313,0.017638,0.78814
u095,2.A.2.b,0.616702,0.016507,0.715743
u095,2.A.2.c,0.52768,0.017949,0.635372
u095,2.A.2.d,0.513566,0.02279,0.650306
u095,2.B.1.a,0.44059,0.01205,0.512891
u095,2.B.1.b,0.493562,0.018878,0.606833
u095,2.B.1.c,0.572311,0.022339,0.706343
u095,2.B.1.d,0.422434,0.007643,0.468292
u095,2.B.1.e,0.530771,0.013697,0.612952
u095,2.B.1.f,0.507115,0.01096,0.572873
u095,2.B.2.i,0.746926,0.023035,0.885137
u095,2.B.3.a,0.656353,0.019723,0.774689
u095,2.B.3.b,0.285292,0.005021,0.315419
u095,2.B.3.c,0.218556,0.010619,0.282269
u095,2.B.3.d,0.234548,0.008471,0.285372
u095,2.B.3.e,0.406402,0.006827,0.447365
u095,2.B.3.g,0.268949,0.005114,0.299632
u095,2.B.3.h,0.189357,0.006934,0.230962
u095,2.B.3.j,0.225135,0.008086,0.273649
u095,2.B.3.k,0.202679,0.009669,0.260696
u095,2.B.3.l,0.259735,0.010258,0.321281
u095,2.B.3.m,0.351119,0.005902,0.38653
u095,2.B.4.e,0.711595,0.017681,0.817679
u095,2.B.4.g,0.620869,0.018673,0.732907
u095,2.B.4.h,0.641224,0.014831,0.730208
u095,2.B.5.a,0.49298,0.020488,0.615906
u095,2.B.5.b,0.253793,0.009198,0.308983
u095,2.B.5.c,0.347013,0.010923,0.41255
u095,2.B.5.d,0.390008,0.006235,0.427421
u096,2.A.1.a,0.687382,0.022982,0.825273
u096,2.A.1.b,0.761901,0.018713,0.874177
u096,2.A.1.c,0.638663,0.021338,0.766689
u096,2.A.1.d,0.699325,0.015083,0.789821
u096,2.A.1.e,0.614314,0.021542,0.743568
u096,2.A.1.f,0.338451,0.010664,0.402436
u096,2.A.2.a,0.740423,0.015671,0.83445
u096,2.A.2.b,0.664903,0.022887,0.802227
u096,2.A.2.c,0.459829,0.019502,0.576839
u096,2.A.2.d,0.521381,0.011576,0.590836
u096,2.B.1.a,0.547631,0.021308,0.675476
u096,2.B.1.b,0.541366,0.013756,0.623904
u096,2.B.1.c,0.497908,0.008407,0.548349
u096,2.B.1.d,0.401209,0.008989,0.455144
u096,2.B.1.e,0.568454,0.015032,0.658645
u096,2.B.1.f,0.40383,0.00682,0.444747
u096,2.B.2.i,0.605225,0.017877,0.712485
u096,2.B.3.a,0.350766,0.00018,0.351848
u096,2.B.3.b,0.348508,0.007776,0.395164
